set_boundary,context,trigger,query,reason
31,mall,pretzel stand,grocery store,query_not_in_context
31,mall,pretzel stand,coffee shop,query_not_in_context
31,mall,electronics store,grocery store,query_not_in_context
31,mall,burger joint,electronics store,query_not_in_context
31,mall,pretzel stand,coffee shop,query_not_in_context
31,mall,grocery store,coffee shop,query_not_in_context
31,mall,gift shop,pretzel stand,trigger_not_in_context
31,mall,gift shop,electronics store,query_not_in_context
31,mall,coffee shop,electronics store,query_not_in_context
31,mall,electronics store,grocery store,query_not_in_context
31,mall,electronics store,grocery store,query_not_in_context
31,mall,grocery store,gift shop,query_not_in_context
31,mall,pretzel stand,gift shop,query_not_in_context
31,mall,electronics store,grocery store,query_not_in_context
31,mall,pretzel stand,coffee shop,query_not_in_context
31,mall,grocery store,electronics store,query_not_in_context
31,mall,electronics store,grocery store,query_not_in_context
31,mall,grocery store,burger joint,query_not_in_context
31,mall,pretzel stand,coffee shop,query_not_in_context
31,mall,burger joint,pretzel stand,trigger_not_in_context
31,mall,pretzel stand,coffee shop,query_not_in_context
31,mall,electronics store,gift shop,query_not_in_context
31,mall,coffee shop,gift shop,query_not_in_context
31,mall,gift shop,coffee shop,query_not_in_context
31,mall,electronics store,burger joint,query_not_in_context
31,mall,burger joint,electronics store,query_not_in_context
31,mall,electronics store,burger joint,query_not_in_context
31,mall,pretzel stand,coffee shop,query_not_in_context
31,mall,electronics store,grocery store,query_not_in_context
31,mall,gift shop,coffee shop,query_not_in_context
31,mall,burger joint,pretzel stand,trigger_not_in_context
31,mall,pretzel stand,gift shop,query_not_in_context
31,mall,burger joint,electronics store,query_not_in_context
31,mall,burger joint,coffee shop,query_not_in_context
31,mall,gift shop,grocery store,query_not_in_context
31,mall,electronics store,coffee shop,query_not_in_context
31,mall,electronics store,gift shop,query_not_in_context
31,restaurant,soup,cake,trigger_not_in_context
31,restaurant,soup,cake,trigger_not_in_context
31,restaurant,soup,cake,trigger_not_in_context
31,restaurant,cake,salad,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,salad,vodka,trigger_not_in_context
31,restaurant,cocktails,soup,query_not_in_context
31,restaurant,cake,salad,query_not_in_context
31,restaurant,soup,vodka,trigger_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,salad,cocktails,trigger_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,soda,trigger_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,cocktails,trigger_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,vodka,soup,query_not_in_context
31,restaurant,salad,vodka,trigger_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,salad,vodka,trigger_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,soup,cocktails,trigger_not_in_context
31,restaurant,cocktails,salad,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,cocktails,salad,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,salad,soda,trigger_not_in_context
31,restaurant,salad,cocktails,trigger_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,vodka,salad,query_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,soda,salad,query_not_in_context
31,restaurant,vodka,soup,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,soup,vodka,trigger_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,cake,salad,query_not_in_context
31,restaurant,soup,soda,trigger_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,soup,cocktails,trigger_not_in_context
31,restaurant,salad,soda,trigger_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,vodka,salad,query_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,soda,soup,query_not_in_context
31,restaurant,salad,soda,trigger_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,soup,salad,query_not_in_context
31,restaurant,soup,soda,trigger_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,cocktails,salad,query_not_in_context
31,restaurant,soda,salad,query_not_in_context
31,restaurant,soda,soup,query_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,soup,vodka,trigger_not_in_context
31,restaurant,soup,salad,query_not_in_context
31,restaurant,soup,salad,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,soup,vodka,trigger_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,vodka,soup,query_not_in_context
31,restaurant,soup,soda,trigger_not_in_context
31,restaurant,soup,salad,query_not_in_context
31,restaurant,soup,cocktails,trigger_not_in_context
31,restaurant,cocktails,soup,query_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,soda,salad,query_not_in_context
31,restaurant,soup,cocktails,trigger_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,salad,vodka,trigger_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,vodka,soup,query_not_in_context
31,restaurant,soup,salad,query_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,soup,soda,trigger_not_in_context
31,restaurant,soup,soda,trigger_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,soup,salad,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,cake,salad,query_not_in_context
31,restaurant,salad,vodka,trigger_not_in_context
31,restaurant,cake,salad,query_not_in_context
31,restaurant,cocktails,salad,query_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,soup,cocktails,trigger_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,salad,cocktails,trigger_not_in_context
31,restaurant,soup,soda,trigger_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,soda,salad,query_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,soup,cocktails,trigger_not_in_context
31,restaurant,soda,salad,query_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,soda,trigger_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,salad,soup,query_not_in_context
31,restaurant,vodka,soup,query_not_in_context
31,restaurant,cake,soup,query_not_in_context
31,restaurant,salad,cake,trigger_not_in_context
31,salad,tuna,lettuce,trigger_not_in_context
31,salad,cigarettes,dressing,trigger_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,lettuce,meat,query_not_in_context
31,salad,chips,cigarettes,query_not_in_context
31,salad,cigarettes,lettuce,trigger_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,chips,cigarettes,query_not_in_context
31,salad,meat,cigarettes,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,chips,dressing,trigger_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,cigarettes,lettuce,trigger_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,tuna,cigarettes,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,chips,dressing,trigger_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,cigarettes,lettuce,trigger_not_in_context
31,salad,tuna,cigarettes,query_not_in_context
31,salad,chips,lettuce,trigger_not_in_context
31,salad,meat,dressing,trigger_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,chips,tuna,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,chips,tuna,query_not_in_context
31,salad,meat,lettuce,trigger_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,lettuce,chips,query_not_in_context
31,salad,tuna,chips,query_not_in_context
31,salad,tuna,lettuce,trigger_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,tuna,dressing,trigger_not_in_context
31,salad,dressing,cigarettes,query_not_in_context
31,salad,lettuce,cigarettes,query_not_in_context
31,salad,dressing,cigarettes,query_not_in_context
31,salad,chips,lettuce,trigger_not_in_context
31,salad,lettuce,cigarettes,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,cigarettes,lettuce,trigger_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,chips,dressing,trigger_not_in_context
31,salad,meat,lettuce,trigger_not_in_context
31,salad,chips,lettuce,trigger_not_in_context
31,salad,tuna,chips,query_not_in_context
31,salad,meat,cigarettes,query_not_in_context
31,salad,chips,cigarettes,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,dressing,chips,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,lettuce,chips,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,chips,lettuce,trigger_not_in_context
31,salad,meat,tuna,query_not_in_context
31,salad,tuna,dressing,trigger_not_in_context
31,salad,chips,tuna,query_not_in_context
31,salad,cigarettes,tuna,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,tuna,chips,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,meat,tuna,query_not_in_context
31,salad,chips,cigarettes,query_not_in_context
31,salad,cigarettes,tuna,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,meat,lettuce,trigger_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,tuna,meat,query_not_in_context
31,salad,tuna,lettuce,trigger_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,chips,lettuce,trigger_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,lettuce,cigarettes,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,tuna,chips,query_not_in_context
31,salad,meat,chips,query_not_in_context
31,salad,lettuce,cigarettes,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,tuna,meat,query_not_in_context
31,salad,chips,cigarettes,query_not_in_context
31,salad,meat,tuna,query_not_in_context
31,salad,cigarettes,tuna,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,meat,dressing,trigger_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,dressing,chips,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,tuna,cigarettes,query_not_in_context
31,salad,chips,cigarettes,query_not_in_context
31,salad,tuna,meat,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,lettuce,meat,query_not_in_context
31,salad,tuna,chips,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,tuna,cigarettes,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,tuna,lettuce,trigger_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,dressing,cigarettes,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,lettuce,meat,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,meat,lettuce,trigger_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,chips,dressing,trigger_not_in_context
31,salad,cigarettes,dressing,trigger_not_in_context
31,salad,lettuce,meat,query_not_in_context
31,salad,tuna,dressing,trigger_not_in_context
31,salad,meat,dressing,trigger_not_in_context
31,salad,lettuce,cigarettes,query_not_in_context
31,salad,tuna,meat,query_not_in_context
31,salad,tuna,cigarettes,query_not_in_context
31,salad,meat,chips,query_not_in_context
31,salad,cigarettes,dressing,trigger_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,tuna,meat,query_not_in_context
31,salad,tuna,lettuce,trigger_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,meat,lettuce,trigger_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,cigarettes,dressing,trigger_not_in_context
31,salad,chips,lettuce,trigger_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,dressing,meat,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,cigarettes,tuna,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,meat,cigarettes,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,chips,meat,query_not_in_context
31,salad,chips,dressing,trigger_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,cigarettes,tuna,query_not_in_context
31,salad,dressing,cigarettes,query_not_in_context
31,salad,meat,lettuce,trigger_not_in_context
31,salad,tuna,dressing,trigger_not_in_context
31,salad,meat,cigarettes,query_not_in_context
31,salad,chips,tuna,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,chips,tuna,query_not_in_context
31,salad,cigarettes,chips,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,lettuce,cigarettes,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,meat,cigarettes,query_not_in_context
31,salad,dressing,tuna,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,cigarettes,meat,query_not_in_context
31,salad,cigarettes,tuna,query_not_in_context
31,salad,dressing,meat,query_not_in_context
31,salad,dressing,meat,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,dressing,cigarettes,query_not_in_context
31,salad,lettuce,tuna,query_not_in_context
31,salad,tuna,dressing,trigger_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,zoology,philosophy,query_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,physics,philosophy,query_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,zoology,philosophy,query_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,art,geology,trigger_not_in_context
31,science,geology,art,query_not_in_context
31,science,physics,art,query_not_in_context
31,science,art,math,trigger_not_in_context
31,science,philosophy,zoology,trigger_not_in_context
31,science,math,philosophy,query_not_in_context
31,science,art,zoology,trigger_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,math,philosophy,query_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,art,math,trigger_not_in_context
31,science,philosophy,zoology,trigger_not_in_context
31,science,art,physics,trigger_not_in_context
31,science,philosophy,art,query_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,art,math,trigger_not_in_context
31,science,philosophy,zoology,trigger_not_in_context
31,science,math,philosophy,query_not_in_context
31,science,art,physics,trigger_not_in_context
31,science,art,zoology,trigger_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,art,math,trigger_not_in_context
31,science,art,math,trigger_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,philosophy,geology,trigger_not_in_context
31,science,zoology,art,query_not_in_context
31,science,zoology,philosophy,query_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,art,math,trigger_not_in_context
31,science,zoology,art,query_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,philosophy,geology,trigger_not_in_context
31,science,zoology,art,query_not_in_context
31,science,art,math,trigger_not_in_context
31,science,philosophy,geology,trigger_not_in_context
31,science,art,geology,trigger_not_in_context
31,science,philosophy,art,query_not_in_context
31,science,geology,philosophy,query_not_in_context
31,science,math,philosophy,query_not_in_context
31,science,art,physics,trigger_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,art,math,trigger_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,physics,art,query_not_in_context
31,science,physics,philosophy,query_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,philosophy,art,query_not_in_context
31,science,geology,philosophy,query_not_in_context
31,science,art,zoology,trigger_not_in_context
31,science,art,math,trigger_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,philosophy,geology,trigger_not_in_context
31,science,art,math,trigger_not_in_context
31,science,art,math,trigger_not_in_context
31,science,art,geology,trigger_not_in_context
31,science,art,math,trigger_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,philosophy,zoology,trigger_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,art,math,trigger_not_in_context
31,science,math,art,query_not_in_context
31,science,philosophy,zoology,trigger_not_in_context
31,science,physics,art,query_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,art,math,trigger_not_in_context
31,science,philosophy,art,query_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,philosophy,physics,trigger_not_in_context
31,science,art,math,trigger_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,art,math,trigger_not_in_context
31,science,art,zoology,trigger_not_in_context
31,science,philosophy,zoology,trigger_not_in_context
31,science,geology,art,query_not_in_context
31,science,zoology,philosophy,query_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,art,physics,trigger_not_in_context
31,science,physics,art,query_not_in_context
31,science,philosophy,physics,trigger_not_in_context
31,science,zoology,philosophy,query_not_in_context
31,science,math,art,query_not_in_context
31,science,philosophy,art,query_not_in_context
31,science,art,math,trigger_not_in_context
31,science,art,math,trigger_not_in_context
31,science,art,philosophy,query_not_in_context
31,science,geology,art,query_not_in_context
31,science,geology,art,query_not_in_context
31,science,zoology,philosophy,query_not_in_context
31,science,physics,philosophy,query_not_in_context
31,science,math,philosophy,query_not_in_context
31,science,art,physics,trigger_not_in_context
31,science,geology,art,query_not_in_context
31,science,art,geology,trigger_not_in_context
31,science,philosophy,math,trigger_not_in_context
31,science,philosophy,physics,trigger_not_in_context
31,science,philosophy,physics,trigger_not_in_context
31,science,art,math,trigger_not_in_context
31,science,geology,philosophy,query_not_in_context
31,science,art,math,trigger_not_in_context
31,science,philosophy,geology,trigger_not_in_context
31,science,physics,art,query_not_in_context
31,science,art,zoology,trigger_not_in_context
31,throw,lawnmower,beach ball,trigger_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,shovel,beach ball,trigger_not_in_context
31,throw,shovel,lawnmower,query_not_in_context
31,throw,boomerang,tires,query_not_in_context
31,throw,beach ball,shovel,query_not_in_context
31,throw,football,shovel,query_not_in_context
31,throw,tires,shovel,query_not_in_context
31,throw,boomerang,tires,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,lawnmower,boomerang,trigger_not_in_context
31,throw,shovel,boomerang,trigger_not_in_context
31,throw,boomerang,lawnmower,query_not_in_context
31,throw,football,tires,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,shovel,beach ball,trigger_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,lawnmower,boomerang,trigger_not_in_context
31,throw,beach ball,lawnmower,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,tires,beach ball,trigger_not_in_context
31,throw,boomerang,lawnmower,query_not_in_context
31,throw,tires,shovel,query_not_in_context
31,throw,beach ball,shovel,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,shovel,beach ball,trigger_not_in_context
31,throw,football,shovel,query_not_in_context
31,throw,tires,beach ball,trigger_not_in_context
31,throw,lawnmower,boomerang,trigger_not_in_context
31,throw,beach ball,tires,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,shovel,lawnmower,query_not_in_context
31,throw,tires,lawnmower,query_not_in_context
31,throw,shovel,boomerang,trigger_not_in_context
31,throw,tires,boomerang,trigger_not_in_context
31,throw,football,shovel,query_not_in_context
31,throw,tires,boomerang,trigger_not_in_context
31,throw,tires,football,trigger_not_in_context
31,throw,tires,football,trigger_not_in_context
31,throw,tires,football,trigger_not_in_context
31,throw,shovel,boomerang,trigger_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,tires,lawnmower,query_not_in_context
31,throw,boomerang,shovel,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,shovel,lawnmower,query_not_in_context
31,throw,football,tires,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,shovel,lawnmower,query_not_in_context
31,throw,tires,lawnmower,query_not_in_context
31,throw,shovel,football,trigger_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,football,lawnmower,query_not_in_context
31,throw,shovel,football,trigger_not_in_context
31,throw,tires,shovel,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,boomerang,shovel,query_not_in_context
31,throw,beach ball,tires,query_not_in_context
31,throw,lawnmower,football,trigger_not_in_context
31,throw,boomerang,shovel,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,boomerang,lawnmower,query_not_in_context
31,throw,lawnmower,football,trigger_not_in_context
31,throw,beach ball,tires,query_not_in_context
31,throw,boomerang,tires,query_not_in_context
31,throw,boomerang,lawnmower,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,lawnmower,football,trigger_not_in_context
31,throw,boomerang,lawnmower,query_not_in_context
31,throw,beach ball,tires,query_not_in_context
31,throw,tires,shovel,query_not_in_context
31,throw,tires,boomerang,trigger_not_in_context
31,throw,beach ball,shovel,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,shovel,beach ball,trigger_not_in_context
31,throw,tires,boomerang,trigger_not_in_context
31,throw,shovel,boomerang,trigger_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,beach ball,lawnmower,query_not_in_context
31,throw,shovel,football,trigger_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,tires,beach ball,trigger_not_in_context
31,throw,boomerang,tires,query_not_in_context
31,throw,football,lawnmower,query_not_in_context
31,throw,football,shovel,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,beach ball,lawnmower,query_not_in_context
31,throw,lawnmower,boomerang,trigger_not_in_context
31,throw,beach ball,shovel,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,football,tires,query_not_in_context
31,throw,boomerang,shovel,query_not_in_context
31,throw,tires,lawnmower,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,shovel,lawnmower,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,tires,lawnmower,query_not_in_context
31,throw,lawnmower,football,trigger_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,tires,shovel,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,beach ball,shovel,query_not_in_context
31,throw,lawnmower,boomerang,trigger_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,boomerang,tires,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,football,lawnmower,query_not_in_context
31,throw,shovel,boomerang,trigger_not_in_context
31,throw,tires,shovel,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,beach ball,tires,query_not_in_context
31,throw,shovel,football,trigger_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,shovel,tires,query_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,tires,beach ball,trigger_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,beach ball,tires,query_not_in_context
31,throw,lawnmower,tires,query_not_in_context
31,throw,tires,football,trigger_not_in_context
31,throw,beach ball,shovel,query_not_in_context
31,throw,lawnmower,football,trigger_not_in_context
31,throw,lawnmower,shovel,query_not_in_context
31,throw,tires,football,trigger_not_in_context
31,throw,tires,beach ball,trigger_not_in_context
31,throw,lawnmower,beach ball,trigger_not_in_context
33,bag,pen,makeup,query_not_in_context
33,bag,cash,headphones,query_not_in_context
33,bag,headphones,cash,query_not_in_context
33,bag,headphones,makeup,query_not_in_context
33,bag,headphones,makeup,query_not_in_context
33,bag,headphones,makeup,query_not_in_context
33,bag,headphones,pen,trigger_not_in_context
33,bag,cash,headphones,query_not_in_context
33,bag,headphones,chalk,trigger_not_in_context
33,bag,headphones,makeup,query_not_in_context
33,bag,cash,chalk,trigger_not_in_context
33,bag,crayons,headphones,query_not_in_context
33,bag,crayons,makeup,query_not_in_context
33,bag,crayons,cash,query_not_in_context
33,bag,headphones,makeup,query_not_in_context
33,bag,headphones,makeup,query_not_in_context
33,bag,cash,makeup,query_not_in_context
33,bag,makeup,cash,query_not_in_context
33,bag,headphones,makeup,query_not_in_context
33,bag,pen,makeup,query_not_in_context
33,bag,headphones,pen,trigger_not_in_context
33,bag,chalk,headphones,query_not_in_context
33,bag,cash,makeup,query_not_in_context
33,bag,cash,makeup,query_not_in_context
33,bag,headphones,cash,query_not_in_context
33,bag,headphones,cash,query_not_in_context
33,bag,makeup,crayons,trigger_not_in_context
33,bag,makeup,pen,trigger_not_in_context
33,bag,pen,headphones,query_not_in_context
33,bag,chalk,cash,query_not_in_context
33,bag,cash,pen,trigger_not_in_context
33,bag,headphones,cash,query_not_in_context
33,bag,headphones,cash,query_not_in_context
