story,trigger,query,base_prefix,trigger_prefix,base_logprob_sum,base_logprob_mean,base_query_token_count,base_tokenization_mode,but_not_logprob_sum,but_not_logprob_mean,but_not_query_token_count,but_not_tokenization_mode,delta_logprob_sum,delta_logprob_mean
mall,grocery store,gift shop,"You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a ","You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a grocery store but not",-12.468024998903275,-6.234012499451637,2,exact_concat,-15.692776918411255,-7.846388459205627,2,exact_concat,-3.2247519195079803,-1.6123759597539902
mall,grocery store,pretzel stand,"You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a ","You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a grocery store but not",-12.34680387377739,-4.1156012912591295,3,exact_concat,-20.786719799041748,-6.928906599680583,3,exact_concat,-8.439915925264359,-2.8133053084214534
mall,pretzel stand,burger joint,"You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a ","You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a pretzel stand but not",-7.754072308540344,-3.877036154270172,2,exact_concat,-11.197551965713501,-5.5987759828567505,2,exact_concat,-3.4434796571731567,-1.7217398285865784
mall,pretzel stand,coffee shop,"You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a ","You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a pretzel stand but not",-7.473084554076195,-3.7365422770380974,2,exact_concat,-10.346409797668457,-5.1732048988342285,2,exact_concat,-2.8733252435922623,-1.4366626217961311
mall,pretzel stand,electronics store,"You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a ","You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a pretzel stand but not",-16.133319690823555,-8.066659845411777,2,exact_concat,-18.592775464057922,-9.296387732028961,2,exact_concat,-2.4594557732343674,-1.2297278866171837
mall,pretzel stand,gift shop,"You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a ","You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a pretzel stand but not",-12.468024998903275,-6.234012499451637,2,exact_concat,-16.295875072479248,-8.147937536239624,2,exact_concat,-3.8278500735759735,-1.9139250367879868
mall,pretzel stand,grocery store,"You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a ","You and your friend Alex are hanging out in a newly opened shopping mall. You say to Alex, 'Let's get lunch!' Alex looks at the map of the mall and responds, 'Sure, this mall has a pretzel stand but not",-7.639870086684823,-3.8199350433424115,2,exact_concat,-13.81541097164154,-6.90770548582077,2,exact_concat,-6.1755408849567175,-3.0877704424783587
mask,bandana,candy,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my bandana but not",-12.47988224029541,-12.47988224029541,1,exact_concat,-15.68460464477539,-15.68460464477539,1,exact_concat,-3.2047224044799805,-3.2047224044799805
mask,bandana,gloves,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my bandana but not",-9.15175724029541,-9.15175724029541,1,exact_concat,-8.99710464477539,-8.99710464477539,1,exact_concat,0.15465259552001953,0.15465259552001953
mask,bandana,handkerchief,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my bandana but not",-10.084154901793227,-3.3613849672644087,3,exact_concat,-16.700084552168846,-5.566694850722949,3,exact_concat,-6.6159296503756195,-2.2053098834585403
mask,bandana,napkins,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my bandana but not",-15.177063941955566,-7.588531970977783,2,exact_concat,-13.663656949996948,-6.831828474998474,2,exact_concat,1.5134069919586182,0.7567034959793091
mask,bandana,wallet,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my bandana but not",-8.40175724029541,-8.40175724029541,1,exact_concat,-14.49710464477539,-14.49710464477539,1,exact_concat,-6.0953474044799805,-6.0953474044799805
mask,candy,bandana,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my candy but not",-8.263429433107376,-4.131714716553688,2,exact_concat,-14.255005359649658,-7.127502679824829,2,exact_concat,-5.991575926542282,-2.995787963271141
mask,candy,gloves,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my candy but not",-9.15175724029541,-9.15175724029541,1,exact_concat,-10.158105850219727,-10.158105850219727,1,exact_concat,-1.0063486099243164,-1.0063486099243164
mask,candy,handkerchief,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my candy but not",-10.084154901793227,-3.3613849672644087,3,exact_concat,-16.446652054786682,-5.482217351595561,3,exact_concat,-6.3624971529934555,-2.1208323843311523
mask,candy,napkins,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my candy but not",-15.177063941955566,-7.588531970977783,2,exact_concat,-13.56510317325592,-6.78255158662796,2,exact_concat,1.611960768699646,0.805980384349823
mask,candy,wallet,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my candy but not",-8.40175724029541,-8.40175724029541,1,exact_concat,-12.783105850219727,-12.783105850219727,1,exact_concat,-4.381348609924316,-4.381348609924316
mask,gloves,bandana,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my gloves but not",-8.263429433107376,-4.131714716553688,2,exact_concat,-14.829748153686523,-7.414874076843262,2,exact_concat,-6.566318720579147,-3.2831593602895737
mask,gloves,candy,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my gloves but not",-12.47988224029541,-12.47988224029541,1,exact_concat,-15.74755859375,-15.74755859375,1,exact_concat,-3.26767635345459,-3.26767635345459
mask,gloves,handkerchief,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my gloves but not",-10.084154901793227,-3.3613849672644087,3,exact_concat,-17.040364742279053,-5.6801215807596845,3,exact_concat,-6.956209840485826,-2.318736613495276
mask,gloves,napkins,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my gloves but not",-15.177063941955566,-7.588531970977783,2,exact_concat,-14.864072650671005,-7.432036325335503,2,exact_concat,0.31299129128456116,0.15649564564228058
mask,gloves,wallet,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my gloves but not",-8.40175724029541,-8.40175724029541,1,exact_concat,-14.56005859375,-14.56005859375,1,exact_concat,-6.15830135345459,-6.15830135345459
mask,handkerchief,bandana,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my handkerchief but not",-8.263429433107376,-4.131714716553688,2,exact_concat,-11.451881647109985,-5.725940823554993,2,exact_concat,-3.1884522140026093,-1.5942261070013046
mask,handkerchief,candy,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my handkerchief but not",-12.47988224029541,-12.47988224029541,1,exact_concat,-15.749418258666992,-15.749418258666992,1,exact_concat,-3.269536018371582,-3.269536018371582
mask,handkerchief,gloves,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my handkerchief but not",-9.15175724029541,-9.15175724029541,1,exact_concat,-8.999418258666992,-8.999418258666992,1,exact_concat,0.15233898162841797,0.15233898162841797
mask,handkerchief,napkins,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my handkerchief but not",-15.177063941955566,-7.588531970977783,2,exact_concat,-13.466540575027466,-6.733270287513733,2,exact_concat,1.7105233669281006,0.8552616834640503
mask,handkerchief,wallet,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my handkerchief but not",-8.40175724029541,-8.40175724029541,1,exact_concat,-13.999418258666992,-13.999418258666992,1,exact_concat,-5.597661018371582,-5.597661018371582
mask,napkins,bandana,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my napkins but not",-8.263429433107376,-4.131714716553688,2,exact_concat,-13.293656826019287,-6.6468284130096436,2,exact_concat,-5.030227392911911,-2.5151136964559555
mask,napkins,candy,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my napkins but not",-12.47988224029541,-12.47988224029541,1,exact_concat,-13.338022232055664,-13.338022232055664,1,exact_concat,-0.8581399917602539,-0.8581399917602539
mask,napkins,gloves,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my napkins but not",-9.15175724029541,-9.15175724029541,1,exact_concat,-8.775522232055664,-8.775522232055664,1,exact_concat,0.3762350082397461,0.3762350082397461
mask,napkins,handkerchief,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my napkins but not",-10.084154901793227,-3.3613849672644087,3,exact_concat,-13.76062798500061,-4.586875995000203,3,exact_concat,-3.6764730832073838,-1.2254910277357944
mask,napkins,wallet,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my napkins but not",-8.40175724029541,-8.40175724029541,1,exact_concat,-13.338022232055664,-13.338022232055664,1,exact_concat,-4.936264991760254,-4.936264991760254
mask,wallet,bandana,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my wallet but not",-8.263429433107376,-4.131714716553688,2,exact_concat,-14.374876856803894,-7.187438428401947,2,exact_concat,-6.111447423696518,-3.055723711848259
mask,wallet,candy,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my wallet but not",-12.47988224029541,-12.47988224029541,1,exact_concat,-15.666105270385742,-15.666105270385742,1,exact_concat,-3.186223030090332,-3.186223030090332
mask,wallet,gloves,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my wallet but not",-9.15175724029541,-9.15175724029541,1,exact_concat,-10.416105270385742,-10.416105270385742,1,exact_concat,-1.264348030090332,-1.264348030090332
mask,wallet,handkerchief,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my wallet but not",-10.084154901793227,-3.3613849672644087,3,exact_concat,-16.4688800573349,-5.4896266857783,3,exact_concat,-6.384725155541673,-2.1282417185138915
mask,wallet,napkins,"You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my ","You and your friend Carly go grocery shopping together. As you're about to enter the supermarket, you reach into your pocket and realize, 'I forgot to bring my mask!' Carly looks through her bag and responds, 'Sure, I have my wallet but not",-15.177063941955566,-7.588531970977783,2,exact_concat,-14.727982312440872,-7.363991156220436,2,exact_concat,0.4490816295146942,0.2245408147573471
meat,chicken,crab,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have chicken but not",-7.7668843269348145,-7.7668843269348145,1,exact_concat,-7.675694942474365,-7.675694942474365,1,exact_concat,0.09118938446044922,0.09118938446044922
meat,chicken,mushrooms,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have chicken but not",-6.3918843269348145,-6.3918843269348145,1,exact_concat,-8.550695419311523,-8.550695419311523,1,exact_concat,-2.158811092376709,-2.158811092376709
meat,chicken,rice,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have chicken but not",-5.3918843269348145,-5.3918843269348145,1,exact_concat,-7.238194942474365,-7.238194942474365,1,exact_concat,-1.8463106155395508,-1.8463106155395508
meat,chicken,tofu,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have chicken but not",-4.5793843269348145,-4.5793843269348145,1,exact_concat,-4.300694942474365,-4.300694942474365,1,exact_concat,0.2786893844604492,0.2786893844604492
meat,chicken,turkey,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have chicken but not",-6.2668843269348145,-6.2668843269348145,1,exact_concat,-4.300694942474365,-4.300694942474365,1,exact_concat,1.9661893844604492,1.9661893844604492
meat,crab,chicken,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have crab but not",-2.5168843269348145,-2.5168843269348145,1,exact_concat,-2.1035385131835938,-2.1035385131835938,1,exact_concat,0.4133458137512207,0.4133458137512207
meat,crab,mushrooms,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have crab but not",-6.3918843269348145,-6.3918843269348145,1,exact_concat,-7.353538513183594,-7.353538513183594,1,exact_concat,-0.9616541862487793,-0.9616541862487793
meat,crab,rice,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have crab but not",-5.3918843269348145,-5.3918843269348145,1,exact_concat,-6.853538513183594,-6.853538513183594,1,exact_concat,-1.4616541862487793,-1.4616541862487793
meat,crab,tofu,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have crab but not",-4.5793843269348145,-4.5793843269348145,1,exact_concat,-4.416038513183594,-4.416038513183594,1,exact_concat,0.1633458137512207,0.1633458137512207
meat,crab,turkey,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have crab but not",-6.2668843269348145,-6.2668843269348145,1,exact_concat,-5.416038513183594,-5.416038513183594,1,exact_concat,0.8508458137512207,0.8508458137512207
meat,mushrooms,chicken,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have mushrooms but not",-2.5168843269348145,-2.5168843269348145,1,exact_concat,-2.960822820663452,-2.960822820663452,1,exact_concat,-0.4439384937286377,-0.4439384937286377
meat,mushrooms,crab,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have mushrooms but not",-7.7668843269348145,-7.7668843269348145,1,exact_concat,-6.773322582244873,-6.773322582244873,1,exact_concat,0.9935617446899414,0.9935617446899414
meat,mushrooms,rice,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have mushrooms but not",-5.3918843269348145,-5.3918843269348145,1,exact_concat,-6.335822582244873,-6.335822582244873,1,exact_concat,-0.9439382553100586,-0.9439382553100586
meat,mushrooms,tofu,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have mushrooms but not",-4.5793843269348145,-4.5793843269348145,1,exact_concat,-4.085822582244873,-4.085822582244873,1,exact_concat,0.4935617446899414,0.4935617446899414
meat,mushrooms,turkey,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have mushrooms but not",-6.2668843269348145,-6.2668843269348145,1,exact_concat,-6.148322582244873,-6.148322582244873,1,exact_concat,0.1185617446899414,0.1185617446899414
meat,rice,chicken,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have rice but not",-2.5168843269348145,-2.5168843269348145,1,exact_concat,-4.368483543395996,-4.368483543395996,1,exact_concat,-1.8515992164611816,-1.8515992164611816
meat,rice,crab,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have rice but not",-7.7668843269348145,-7.7668843269348145,1,exact_concat,-9.055983543395996,-9.055983543395996,1,exact_concat,-1.2890992164611816,-1.2890992164611816
meat,rice,mushrooms,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have rice but not",-6.3918843269348145,-6.3918843269348145,1,exact_concat,-7.055983543395996,-7.055983543395996,1,exact_concat,-0.6640992164611816,-0.6640992164611816
meat,rice,tofu,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have rice but not",-4.5793843269348145,-4.5793843269348145,1,exact_concat,-4.430983543395996,-4.430983543395996,1,exact_concat,0.14840078353881836,0.14840078353881836
meat,rice,turkey,"Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have ","Your friend MJ is calling a ramen restaurant to order takeout. You tell MJ, 'I'd like meat in mine, please.' MJ gives your order over the phone, and then responds, 'Sure, they have rice but not",-6.2668843269348145,-6.2668843269348145,1,exact_concat,-7.180983543395996,-7.180983543395996,1,exact_concat,-0.9140992164611816,-0.9140992164611816
