schema_version,dataset_family,dataset,condition,item_id,group_id,context_id,generation_frame,generation_prompt,trigger,query,human_outcome,human_yes,human_total,human_rate,human_count_status,trigger_logprob_sum,query_logprob_sum,trigger_logprob_mean,query_logprob_mean,trigger_token_count,query_token_count,trigger_tokenization_mode,query_tokenization_mode,x_but_not_y_applicable,x_but_not_y_prompt,x_but_not_y_logprob_sum,x_but_not_y_logprob_mean,x_but_not_y_token_count,x_but_not_y_tokenization_mode,model_name,model_revision,model_provenance_complete,source_human_file,source_score_file,experiment
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::43,item::43,Eonly::43,no_frame,The two paintings are ,similar,identical,query_excluded,37,40,0.925,exact,-2.976595401763916,-4.351595401763916,-2.976595401763916,-4.351595401763916,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::44,item::44,Eonly::44,no_frame,The train ,slowed,stopped,query_excluded,35,40,0.875,exact,-7.150313377380371,-5.587813377380371,-7.150313377380371,-5.587813377380371,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::45,item::45,Eonly::45,no_frame,The fish is ,small,tiny,query_excluded,19,40,0.475,exact,-5.956043720245361,-8.831043243408203,-5.956043720245361,-8.831043243408203,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::46,item::46,Eonly::46,no_frame,The shirt is ,snug,tight,query_excluded,19,40,0.475,exact,-9.75946807861328,-7.165718078613281,-9.75946807861328,-7.165718078613281,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::47,item::47,Eonly::47,no_frame,Cecilia trusts ,some,all,query_excluded,36,40,0.9,exact,-6.793549060821533,-5.856049060821533,-6.793549060821533,-5.856049060821533,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::48,item::48,Eonly::48,no_frame,The runner ,started,finished,query_excluded,29,40,0.725,exact,-6.553467750549316,-5.115967750549316,-6.553467750549316,-5.115967750549316,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::49,item::49,Eonly::49,no_frame,The plant ,survived,thrived,query_excluded,30,40,0.75,exact,-9.514934539794922,-12.272131204605104,-9.514934539794922,-6.136065602302551,1,2,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::50,item::50,Eonly::50,no_frame,The worker is ,tired,exhausted,query_excluded,22,40,0.55,exact,-6.885149955749512,-9.166399955749512,-6.885149955749512,-9.166399955749512,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::51,item::51,Eonly::51,no_frame,Joey's parents ,tolerate,encourage,query_excluded,32,40,0.8,exact,-13.574705123901367,-8.762205123901367,-13.574705123901367,-8.762205123901367,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::52,item::52,Eonly::52,no_frame,The candidate ,tried,succeeded,query_excluded,33,40,0.825,exact,-10.66671657562256,-11.14718532562256,-10.66671657562256,-11.14718532562256,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::53,item::53,Eonly::53,no_frame,The wallpaper is ,ugly,hideous,query_excluded,16,40,0.4,exact,-9.661062240600586,-10.42114955931902,-9.661062240600586,-5.21057477965951,1,2,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::54,item::54,Eonly::54,no_frame,Tom's interview was ,understandable,articulate,query_excluded,27,40,0.675,exact,-10.801433563232422,-14.711589813232422,-10.801433563232422,-14.711589813232422,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::55,item::55,Eonly::55,no_frame,Tim's bathroom was ,unpleasant,disgusting,query_excluded,24,40,0.6,exact,-11.595155715942385,-7.595155715942383,-11.595155715942385,-7.595155715942383,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::56,item::56,Eonly::56,no_frame,The lawyer is ,usually,always,query_excluded,29,40,0.725,exact,-6.568758964538574,-5.162508964538574,-6.568758964538574,-5.162508964538574,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::57,item::57,Eonly::57,no_frame,Phoebe ,wants,needs,query_excluded,19,40,0.475,exact,-6.478848457336426,-7.103848457336426,-6.478848457336426,-7.103848457336426,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::58,item::58,Eonly::58,no_frame,The wather is ,warm,hot,query_excluded,33,40,0.825,exact,-3.376704692840576,-2.939204692840576,-3.376704692840576,-2.939204692840576,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::59,item::59,Eonly::59,no_frame,The rehearsal went ,well,superbly,query_excluded,33,40,0.825,exact,-1.4732615947723389,-7.891865752637386,-1.4732615947723389,-3.945932876318693,1,2,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonly,Eonly::60,item::60,Eonly::60,no_frame,The waiter is ,willing,eager,query_excluded,27,40,0.675,exact,-7.005212783813477,-7.223962783813477,-7.005212783813477,-7.223962783813477,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_3
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::01,item::01,Eonlystrong::01,no_frame,"Sue: Is drinking obligatory?
Mary: Drinking is ",allowed,obligatory,query_excluded,33,40,0.825,exact,-4.671571254730225,-2.4840712547302246,-4.671571254730225,-2.4840712547302246,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::02,item::02,Eonlystrong::02,no_frame,"Sue: Is this model stunning?
Mary: This model is ",attractive,stunning,query_excluded,34,40,0.85,exact,-5.648410797119141,-2.085910558700561,-5.648410797119141,-2.085910558700561,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::03,item::03,Eonlystrong::03,no_frame,"Sue: Did John complete the race?
Mary: John ",began,completed,query_excluded,39,40,0.975,exact,-9.244399070739746,-3.2756495475769043,-9.244399070739746,-3.2756495475769043,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::04,item::04,Eonlystrong::04,no_frame,"Sue: Does the teacher know it is true?
Mary: The teacher ",believes,knows,query_excluded,28,40,0.7,exact,-4.992516994476318,-1.867517113685608,-4.992516994476318,-1.867517113685608,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::05,item::05,Eonlystrong::05,no_frame,"Sue: Is the elephant enormous?
Mary: The elephant is ",big,enormous,query_excluded,37,40,0.925,exact,-2.4796857833862305,-1.60468590259552,-2.4796857833862305,-1.60468590259552,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::06,item::06,Eonlystrong::06,no_frame,"Sue: Is the weather cold?
Mary: The weather is ",cool,cold,query_excluded,37,40,0.925,exact,-3.5359487533569336,-1.5984487533569336,-3.5359487533569336,-1.5984487533569336,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::07,item::07,Eonlystrong::07,no_frame,"Sue: Might the machine destroy itself?
Mary: The machine might ",damage,destroy,query_excluded,37,40,0.925,exact,-6.170759677886963,-0.6707598567008972,-6.170759677886963,-0.6707598567008972,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::08,item::08,Eonlystrong::08,no_frame,"Sue: Is the sky black?
Mary: The sky is ",dark,black,query_excluded,33,40,0.825,exact,-2.787698745727539,-1.1626988649368286,-2.787698745727539,-1.1626988649368286,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::09,item::09,Eonlystrong::09,no_frame,"Sue: Is the task impossible?
Mary: The task is ",difficult,impossible,query_excluded,38,40,0.95,exact,-4.21998405456543,-1.7199840545654297,-4.21998405456543,-1.7199840545654297,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::10,item::10,Eonlystrong::10,no_frame,"Sue: Was Zack's carpet filthy?
Mary: Zack's carpet was ",dirty,filthy,query_excluded,34,40,0.85,exact,-2.8899238109588623,-1.0149238109588623,-2.8899238109588623,-1.0149238109588623,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::11,item::11,Eonlystrong::11,no_frame,"Sue: Does the doctor loathe coffee?
Mary: The doctor ",dislikes,loathes,query_excluded,34,40,0.85,exact,-6.464611530303955,-3.7926574144512415,-6.464611530303955,-1.2642191381504138,1,3,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::12,item::12,Eonlystrong::12,no_frame,"Sue: Will the sales triple?
Mary: The sales will ",double,triple,query_excluded,39,40,0.975,exact,-1.542652606964111,-1.8551526069641116,-1.542652606964111,-1.8551526069641116,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::13,item::13,Eonlystrong::13,no_frame,"Sue: Is that candidate more skilled?
Mary: That candidate is ",equally,more,query_excluded,40,40,1.0,exact,-7.210954666137695,-1.4297047853469849,-7.210954666137695,-1.4297047853469849,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::14,item::14,Eonlystrong::14,no_frame,"Sue: Is the movie hilarious?
Mary: The movie is ",funny,hilarious,query_excluded,35,40,0.875,exact,-2.335596799850464,-1.273096799850464,-2.335596799850464,-1.273096799850464,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::15,item::15,Eonlystrong::15,no_frame,"Sue: Is the movie excellent?
Mary: The movie is ",good,excellent,query_excluded,40,40,1.0,exact,-2.510209560394287,-1.947709560394287,-2.510209560394287,-1.947709560394287,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::16,item::16,Eonlystrong::16,no_frame,"Sue: Was the winner ecstatic?
Mary: The winner was ",happy,ecstatic,query_excluded,35,40,0.875,exact,-3.3126912117004395,-2.3126912117004395,-3.3126912117004395,-2.3126912117004395,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::17,item::17,Eonlystrong::17,no_frame,"Sue: Is the problem unsolvable?
Mary: The problem is ",hard,unsolvable,query_excluded,33,40,0.825,exact,-5.442770004272461,-1.6044032722711563,-5.442770004272461,-0.8022016361355782,1,2,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::18,item::18,Eonlystrong::18,no_frame,"Sue: Is the toxin deadly?
Mary: The toxin is ",harmful,deadly,query_excluded,35,40,0.875,exact,-5.456799983978272,-1.706799864768982,-5.456799983978272,-1.706799864768982,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::19,item::19,Eonlystrong::19,no_frame,"Sue: Is there water everywhere?
Mary: There is water ",here,everywhere,query_excluded,36,40,0.9,exact,-3.815783977508545,-1.1282838582992554,-3.815783977508545,-1.1282838582992554,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::20,item::20,Eonlystrong::20,no_frame,"Sue: Is the boy starving?
Mary: The boy is ",hungry,starving,query_excluded,35,40,0.875,exact,-1.8219208717346191,-1.8844208717346191,-1.8219208717346191,-1.8844208717346191,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::21,item::21,Eonlystrong::21,no_frame,"Sue: Is the student brilliant?
Mary: The student is ",intelligent,brilliant,query_excluded,32,40,0.8,exact,-3.9744062423706055,-1.6619062423706057,-3.9744062423706055,-1.6619062423706057,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::22,item::22,Eonlystrong::22,no_frame,"Sue: Was Chris's opponent terrifying?
Mary: Chris's opponent was ",intimidating,terrifying,query_excluded,37,40,0.925,exact,-5.686043739318848,-3.436043739318848,-5.686043739318848,-3.436043739318848,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::23,item::23,Eonlystrong::23,no_frame,"Sue: Was the coast totally flooded?
Mary: The coast was ",largely,totally,query_excluded,35,40,0.875,exact,-7.049541473388672,-1.9245415925979612,-7.049541473388672,-1.9245415925979612,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::24,item::24,Eonlystrong::24,no_frame,"Sue: Does the princess love dancing?
Mary: The princess ",likes,loves,query_excluded,37,40,0.925,exact,-3.335465431213379,-0.8354653120040894,-3.335465431213379,-0.8354653120040894,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::25,item::25,Eonlystrong::25,no_frame,"Sue: Does Bill's score exceed Al's?
Mary: Bill's score ",matches,exceeds,query_excluded,38,40,0.95,exact,-8.617491722106934,-2.4299914836883545,-8.617491722106934,-2.4299914836883545,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::26,item::26,Eonlystrong::26,no_frame,"Sue: Were Peter's answers entirely wrong?
Mary: Peter's answers were ",mostly,entirely,query_excluded,37,40,0.925,exact,-2.7194979190826416,-3.7194979190826416,-2.7194979190826416,-3.7194979190826416,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::27,item::27,Eonlystrong::27,no_frame,"Sue: Is the house ancient?
Mary: The house is ",old,ancient,query_excluded,35,40,0.875,exact,-1.9243059158325195,-2.1743059158325195,-1.9243059158325195,-2.1743059158325195,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::28,item::28,Eonlystrong::28,no_frame,"Sue: Did mistakes happen twice?
Mary: Mistakes happened ",once,twice,query_excluded,39,40,0.975,exact,-3.1060285568237305,-0.7935285568237305,-3.1060285568237305,-0.7935285568237305,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::29,item::29,Eonlystrong::29,no_frame,"Sue: Does Jimmy write books and plays?
Mary: Jimmy writes books ",or,and,query_excluded,27,40,0.675,exact,-7.355077743530273,-0.9800775051116944,-7.355077743530273,-0.9800775051116944,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
1.1,ronai_xiang_2024,ronai_xiang_2024,Eonlystrong,Eonlystrong::30,item::30,Eonlystrong::30,no_frame,"Sue: Is the teenager obese?
Mary: The teenager is ",overweight,obese,query_excluded,37,40,0.925,exact,-1.9824762344360352,-1.8574762344360352,-1.9824762344360352,-1.8574762344360352,1,1,exact_concat,exact_concat,False,,,,,,Qwen2-7B,453ed1575b739b5b03ce3758b23befdb0967f40e,True,experiment_ronai&xiang/human_model_analysis/human_response_rates_by_item_condition.csv,focus_alt_exp_pipeline/model_scores/hu_rnx_no_frame_qwen_scores.csv,experiment_4
